,UIID,label,xmin,xmax,ymin,ymax
43049,19667.json,image_view,61.75,298.0,59.5,92.25
43050,19667.json,image_view,150.75,209.0,169.25,211.75
43051,19667.json,text_button,135.0,224.75,238.0,273.5
43052,19667.json,sign_up,61.75,298.0,503.5,542.0
43053,19667.json,text_button,61.75,298.0,550.75,589.25
43054,19667.json,box_outline,99.0,258.3333333333333,129.0,289.0
43055,56226.json,text_view,0.0,359.0,22.0,234.0
43056,56226.json,image_button,14.0,56.0,250.0,292.0
43057,56226.json,email,56.0,346.0,253.5,288.25
43058,56226.json,image_button,14.0,56.0,292.0,334.0
43059,56226.json,password,56.0,346.0,295.5,330.25
43060,56226.json,check_box,69.25,97.25,371.5,399.5
43061,56226.json,tb_privacy_terms,104.25,290.5,377.25,393.75
43062,56226.json,sign_up,114.25,245.5,406.5,448.5
43063,56226.json,separator_line,21.0,122.25,477.25,478.25
43064,56226.json,text_view,136.25,223.75,469.5,486.0
43065,56226.json,separator_line,237.75,339.0,477.25,478.25
43066,56226.json,fb_button,110.0,173.0,507.0,570.0
43067,56226.json,google_button,187.0,250.0,507.0,570.0
43068,771.json,image_view,105.5,254.25,21.0,170.75
43069,771.json,log_in,127.5,232.5,170.75,212.75
43070,771.json,sign_up,127.5,232.5,221.5,263.5
43071,771.json,text_view,105.5,254.25,272.25,311.0
43072,771.json,text_view,8.75,351.25,401.25,417.75
43073,771.json,fb_button,57.5,302.5,431.0,473.0
43074,771.json,email_button,57.5,302.5,481.75,523.75
43075,771.json,button,57.5,302.5,532.5,574.5
43076,4116.json,image_view,88.5,271.5,168.0,288.75
43077,4116.json,sign_up,33.333333333333336,327.3333333333333,435.0,477.0
43078,4116.json,log_in,33.25,326.75,488.25,530.25
43079,48107.json,image_view,8.75,351.25,78.75,256.5
43080,48107.json,email,26.75,333.0,274.0,317.75
43081,48107.json,password,26.75,333.0,335.25,379.0
43082,48107.json,tb_privacy_terms,8.75,351.25,387.75,404.25
43083,48107.json,log_in,70.5,289.25,430.5,474.25
43084,48107.json,sign_up,70.5,289.25,483.0,526.75
43085,48107.json,button,70.5,289.25,535.5,579.25
43086,48107.json,text_view,63.0,116.25,33.75,57.0
43087,48107.json,menu_dashs,0.0,49.0,21.0,70.0
43088,44827.json,text_view,0.0,360.0,81.5,119.25
43089,44827.json,price,21.0,107.5,123.75,145.0
43090,44827.json,price_s,112.0,179.25,127.5,144.0
43091,44827.json,discount,183.75,211.75,127.5,144.0
43092,44827.json,rating_bar,19.5,98.25,149.5,165.25
43093,44827.json,text_view,98.25,127.5,147.75,167.25
43094,44827.json,image_view,0.25,359.75,176.0,438.5
43095,44827.json,navigation_dots,133.33333333333334,219.33333333333334,463.6666666666667,471.6666666666667
43096,44827.json,search_button,291.75,312.75,457.75,478.75
43097,44827.json,heart_icon_button,330.25,351.25,457.75,478.75
43098,44827.json,button,0.0,360.0,499.0,542.0
43099,44827.json,buy,0.0,270.5,554.25,598.0
43100,44827.json,cart_add,271.5,360.0,554.25,598.0
43101,44827.json,search_button,237.5,272.5,28.0,63.0
43102,44827.json,cart_icon_button,279.5,314.5,28.0,63.0
43103,44827.json,menu_dots,321.5,356.5,28.0,63.0
43104,44827.json,icon_button,0.0,49.0,21.0,70.0
43105,Soliha_screen_0194.json,button,56.0,196.0,91.0,231.0
43106,Soliha_screen_0194.json,button,1244.0,1384.0,91.0,231.0
43107,Soliha_screen_0194.json,label,208.0,371.0,315.0,352.0
43108,Soliha_screen_0194.json,label,597.0,845.0,315.0,362.0
43109,Soliha_screen_0194.json,label,1040.0,1267.0,314.0,352.0
43110,Soliha_screen_0194.json,button,74.0,599.0,522.0,865.0
43111,Soliha_screen_0194.json,label,134.0,540.0,582.0,722.0
43112,Soliha_screen_0194.json,label,135.0,323.0,740.0,777.0
43113,Soliha_screen_0194.json,button,641.0,1166.0,522.0,865.0
43114,Soliha_screen_0194.json,label,701.0,1107.0,582.0,722.0
43115,Soliha_screen_0194.json,label,705.0,905.0,740.0,786.0
43116,Soliha_screen_0194.json,label,75.0,295.0,1045.0,1085.0
43117,Soliha_screen_0194.json,button,74.0,1367.0,1226.0,1402.0
43118,Soliha_screen_0194.json,label,393.0,1045.0,1294.0,1335.0
43119,Soliha_screen_0194.json,label,103.0,187.0,2746.0,2768.0
43120,Soliha_screen_0194.json,label,333.0,532.0,2745.0,2768.0
43121,Soliha_screen_0194.json,label,692.0,750.0,2744.0,2775.0
43122,Soliha_screen_0194.json,label,956.0,1062.0,2745.0,2768.0
43123,Soliha_screen_0194.json,label,1261.0,1332.0,2746.0,2768.0
43124,Soliha_screen_0194.json,label,453.5,991.0,132.83333333333334,182.83333333333334
43125,3446.json,image_view,0.0,360.0,21.0,223.75
43126,3446.json,fb_button,14.0,346.6666666666667,237.75,280.3333333333333
43127,3446.json,google_button,14.0,346.6666666666667,293.75,335.6666666666667
43128,3446.json,text_view,0.0,360.0,335.75,367.25
43129,3446.json,email_button,14.0,346.6666666666667,367.25,410.3333333333333
43130,3446.json,text_view,14.0,346.0,416.25,475.5
43131,3446.json,tb_privacy_terms,0.0,360.0,475.5,520.25
43132,17815.json,image_view,119.0,244.33333333333331,27.666666666666668,68.33333333333333
43133,17815.json,text_view,152.33333333333334,210.33333333333334,97.0,120.33333333333333
43134,17815.json,name,36.33333333333332,176.33333333333331,130.99999999999997,168.33333333333331
43135,17815.json,last_name,180.33333333333334,320.3333333333333,131.66666666666666,169.0
43136,17815.json,username,36.99999999999998,321.66666666666663,173.0,207.66666666666669
43137,17815.json,password,37.666666666666664,321.0,226.33333333333334,259.0
43138,17815.json,drop_down_list,37.0,98.33333333333333,266.3333333333333,293.6666666666667
43139,17815.json,phone_number,101.66666666666667,321.6666666666667,266.3333333333333,295.6666666666667
43140,17815.json,date_picker,37.666666666666664,322.3333333333333,330.3333333333333,359.6666666666667
43141,17815.json,gender_picker,38.333333333333336,322.3333333333333,362.3333333333333,395.6666666666667
43142,17815.json,sign_up,40.333333333333336,320.3333333333333,413.6666666666667,453.0
43143,17815.json,tb_log_in,89.66666666666667,271.6666666666667,469.6666666666667,485.0
43144,17815.json,text_button,88.33333333333333,275.6666666666667,519.0,534.3333333333334
43145,38655.json,phone_number,16.333333333333332,347.0,168.33333333333334,219.0
43146,38655.json,text_view,0.0,360.0,315.25,352.75
43147,38655.json,username,15.0,345.6666666666667,423.0,473.0
43148,38655.json,password,15.666666666666668,346.3333333333333,475.6666666666667,526.3333333333334
43149,38655.json,text_view,63.0,111.0,33.75,57.0
43150,38655.json,icon_button,0.0,49.0,21.0,70.0
43151,13505.json,image_view,0.0,360.0,63.0,238.0
43152,13505.json,username,26.25,333.75,238.0,276.75
43153,13505.json,password,26.25,333.75,281.25,320.0
43154,13505.json,log_in,26.25,333.75,328.75,370.75
43155,13505.json,menu_dashs,0.0,42.0,21.0,63.0
43156,13505.json,text_view,155.25,204.5,31.25,52.5
43157,13505.json,icon_button,323.25,360.0,28.0,56.0
43158,30265.json,text_view,268.5,355.5,29.75,44.0
43159,30265.json,tb_privacy_terms,288.0,360.0,48.5,71.75
43160,30265.json,image_view,114.75,245.25,309.5,353.25
43161,30265.json,text_view,26.25,333.75,362.0,388.75
43162,30265.json,sign_up,36.0,324.0,409.0,455.0
43163,30265.json,log_in,36.0,324.0,478.0,524.0
43164,25437.json,image_view,127.5,232.5,98.0,203.0
43165,25437.json,text_view,15.75,346.0,217.0,247.5
43166,25437.json,text_view,14.0,346.0,253.75,302.5
43167,25437.json,button,100.5,259.25,315.0,352.75
43168,25437.json,navigation_dots,145.5,216.33333333333331,570.75,577.0
43169,70928.json,text_view,131.33333333333334,299.3333333333333,24.333333333333332,41.0
43170,70928.json,text_view,294.0,352.6666666666667,105.66666666666667,121.0
43171,70928.json,text_view,132.66666666666666,210.0,106.33333333333333,121.0
43172,70928.json,price,131.33333333333334,189.33333333333334,123.66666666666667,139.66666666666666
43173,70928.json,buy,5.333333333333332,357.3333333333333,142.33333333333334,171.66666666666666
43174,70928.json,image_view,4.0,127.33333333333334,21.666666666666668,143.0
43175,70928.json,image_view,3.333333333333334,126.6666666666667,180.33333333333334,306.3333333333333
43176,70928.json,text_view,130.66666666666669,310.0,187.66666666666669,205.0
43177,70928.json,text_view,132.0,209.33333333333331,269.6666666666667,284.3333333333333
43178,70928.json,price,130.66666666666669,188.66666666666669,287.00000000000006,302.99999999999994
43179,70928.json,text_view,293.3333333333333,351.99999999999994,269.00000000000006,284.3333333333333
43180,70928.json,buy,4.666666666666661,356.6666666666666,305.6666666666666,334.99999999999994
43181,70928.json,text_view,132.66666666666669,210.0,432.33333333333337,447.0
43182,70928.json,image_view,4.000000000000005,127.33333333333339,343.0,469.0
43183,70928.json,text_view,131.33333333333337,346.6666666666667,350.33333333333337,365.0
43184,70928.json,text_view,293.99999999999994,352.6666666666666,431.66666666666674,447.0
43185,70928.json,price,131.33333333333337,189.33333333333337,449.66666666666674,465.66666666666663
43186,70928.json,buy,5.333333333333332,357.3333333333332,468.33333333333326,497.66666666666663
43187,70928.json,image_view,4.000000000000005,127.33333333333334,505.6666666666667,598.3333333333334
43188,70928.json,text_view,131.33333333333337,346.6666666666667,513.0,527.6666666666666
43189,70928.json,card,4.0,359.0,21.0,173.0
43190,70928.json,card,2.6666666666666714,358.0,180.33333333333334,336.3333333333333
43191,70928.json,card,3.3333333333333286,358.66666666666663,341.66666666666663,497.66666666666663
43192,70928.json,card_partial,3.333333333333334,359.0,504.3333333333333,599.0
43193,50472.json,icon_button,0.0,63.0,21.0,70.0
43194,50472.json,text_view,63.0,360.0,33.75,57.0
43195,50472.json,fb_button,14.0,346.0,86.75,121.75
43196,50472.json,text_view,14.0,173.75,167.25,186.25
43197,50472.json,email,13.333333333333314,345.3333333333333,200.25,247.25
43198,50472.json,password,14.0,346.0,265.75,312.75
43199,50472.json,log_in,14.0,346.0,327.75,362.75
43200,50472.json,tb_forgot_password,14.0,126.0,373.25,392.25
43201,50472.json,tb_sign_up,233.25,346.0,373.25,392.25
43202,50472.json,box_outline,0.3333333333333339,359.0,149.0,411.0
43203,20770.json,icon_button,0.0,49.0,21.0,70.0
43204,20770.json,text_view,63.0,283.0,28.0,48.0
43205,20770.json,text_view,63.0,283.0,48.0,63.0
43206,20770.json,image_view,283.0,318.0,28.0,63.0
43207,20770.json,menu_dots,325.0,360.0,24.5,66.5
43208,20770.json,text_view,14.0,346.0,87.5,110.75
43209,20770.json,text_view,14.0,346.0,138.75,172.0
43210,20770.json,number,92.5,267.5,181.5,217.5
43211,20770.json,text_button,14.0,194.0,221.0,242.25
43212,20770.json,text_button,194.0,346.0,221.0,242.25
43213,20770.json,check_box,63.25,296.5,284.25,312.25
43214,20770.json,sign_up,14.0,346.0,321.0,363.0
43215,20770.json,text_view,14.0,346.0,366.5,378.25
43216,20770.json,tb_privacy_terms,14.0,346.0,391.5,403.25
43217,20770.json,image_view,22.75,88.5,553.25,584.0
43218,20770.json,image_view,271.5,337.25,553.25,584.0
43219,2742.json,image_view,64.5,295.25,21.0,154.0
43220,2742.json,google_button,68.75,291.0,192.5,241.5
43221,2742.json,fb_button,68.75,291.0,252.0,301.0
43222,2742.json,log_in,68.75,174.5,311.5,360.5
43223,2742.json,sign_up,185.0,291.0,311.5,360.5
43224,2742.json,text_button,68.08333333333331,290.3333333333333,554.1666666666667,598.6666666666667
43225,44962.json,text_view,27.25,332.75,235.25,301.0
43226,44962.json,image_view,136.25,223.75,88.5,118.25
43227,44962.json,image_view,37.75,55.25,375.0,392.5
43228,44962.json,separator_line_v,65.75,66.25,364.5,403.0
43229,44962.json,fb_button,27.25,332.75,364.5,403.0
43230,44962.json,image_view,37.75,55.25,422.25,439.75
43231,44962.json,separator_line_v,65.75,66.25,411.75,450.25
43232,44962.json,google_button,27.25,332.75,411.75,450.25
43233,44962.json,email_button,26.666666666666664,332.6666666666667,459.0,497.6666666666667
43234,44962.json,tb_log_in,75.25,280.0,511.5,545.0
43235,44962.json,navigator_dots,161.33333333333334,195.75,321.0,325.0
43236,58941.json,image_view,118.75,241.25,152.25,190.75
43237,58941.json,text_view,127.25,232.75,204.0,256.5
43238,58941.json,button,13.25,346.75,503.5,556.0
43239,58941.json,text_button,13.25,346.75,556.0,598.0
43240,Soliha_screen_0481.json,icon_button,0.0,196.0,84.0,280.0
43241,Soliha_screen_0481.json,label,254.0,508.0,158.0,224.0
43242,Soliha_screen_0481.json,label,57.0,690.0,327.0,374.0
43243,Soliha_screen_0481.json,label,255.0,866.0,502.0,628.6666666666667
43244,Soliha_screen_0481.json,label,257.0,782.666666666667,754.0,866.1666666666667
43245,Soliha_screen_0481.json,label,253.0,1053.5,1006.0,1132.8333333333335
43246,Soliha_screen_0481.json,label,59.0,316.0,1251.0,1288.0
43247,Soliha_screen_0481.json,label,253.0,565.0,1459.0,1513.0
43248,Soliha_screen_0481.json,label,253.0,611.8333333333335,1678.0,1799.5
43249,Soliha_screen_0481.json,label,257.0,648.0,1965.0,2017.0
43250,Soliha_screen_0481.json,label,257.0,495.16666666666697,2184.0,2303.666666666667
43251,Soliha_screen_0481.json,label,59.0,168.0,2429.0,2464.0
43252,Soliha_screen_0481.json,label,253.0,1015.0,2635.0,2689.0
43253,Soliha_screen_0481.json,icon,36.833333333333485,178.5,478.66666666666674,624.5
43254,Soliha_screen_0481.json,icon,34.833333333333485,176.5,739.1666666666667,885.0
43255,Soliha_screen_0481.json,icon,32.833333333333485,174.5,978.8333333333334,1124.6666666666665
43256,Soliha_screen_0481.json,icon,35.00000000000023,176.66666666666674,1406.0000000000002,1551.8333333333333
43257,Soliha_screen_0481.json,icon,33.00000000000023,174.66666666666674,1658.166666666667,1804.0
43258,Soliha_screen_0481.json,icon,35.16666666666697,176.83333333333348,1902.0000000000005,2047.8333333333335
43259,Soliha_screen_0481.json,icon,37.333333333333485,179.0,2170.8333333333335,2316.6666666666665
43260,Soliha_screen_0481.json,icon,39.50000000000023,181.16666666666674,2577.166666666667,2723.0
43261,51633.json,text_view,52.5,96.25,33.75,57.0
43262,51633.json,icon_button,0.0,49.0,21.0,70.0
43263,51633.json,fb_button,14.0,346.0,84.0,118.0
43264,51633.json,username,14.0,346.0,144.25,186.75
43265,51633.json,password,14.0,346.0,195.5,238.0
43266,51633.json,log_in,14.0,346.0,246.75,288.75
43267,51633.json,tb_forgot_password,14.0,346.0,306.25,325.25
43268,30320.json,text_view,60.0,157.33333333333334,71.0,106.33333333333333
43269,30320.json,text_view,58.66666666666667,297.3333333333333,121.0,147.66666666666666
43270,30320.json,name,66.0,293.3333333333333,161.0,197.0
43271,30320.json,email,66.0,292.0,205.0,241.66666666666666
43272,30320.json,username,64.66666666666667,292.0,251.0,285.6666666666667
43273,30320.json,password,66.66666666666667,292.6666666666667,294.3333333333333,330.3333333333333
43274,30320.json,password,66.0,292.6666666666667,339.6666666666667,375.0
43275,30320.json,country,66.66666666666667,236.0,410.3333333333333,448.3333333333333
43276,30320.json,sign_up,65.33333333333333,144.0,469.0,503.0
43277,30320.json,button,150.66666666666666,216.66666666666666,470.3333333333333,502.3333333333333
43278,30320.json,text_view,62.66666666666667,120.66666666666666,393.6666666666667,408.3333333333333
43279,30320.json,tb_privacy_terms,63.33333333333333,266.6666666666667,521.0,536.3333333333334
43280,30320.json,tb_privacy_terms,64.0,230.0,541.6666666666666,559.6666666666666
43281,30320.json,icon_button,292.6666666666667,319.3333333333333,47.666666666666664,73.0
43282,30320.json,box_outline,46.666666666666664,311.3333333333333,55.666666666666664,583.0
43283,39228.json,image_view,0.0,359.0,21.0,318.0
43284,39228.json,image_view,110.0,250.0,352.25,375.0
43285,39228.json,text_view,68.0,292.0,378.5,395.0
43286,39228.json,image_view,69.75,104.75,417.0,452.0
43287,39228.json,separator_line_v,104.75,105.75,417.0,452.0
43288,39228.json,fb_button,68.66666666666667,290.25,416.3333333333333,452.0
43289,39228.json,image_view,69.75,104.75,466.0,501.0
43290,39228.json,separator_line_v,104.75,105.75,466.0,501.0
43291,39228.json,google_button,68.66666666666667,290.25,465.0,501.0
43292,39228.json,image_view,69.75,104.75,515.0,550.0
43293,39228.json,separator_line_v,104.75,105.75,515.0,550.0
43294,39228.json,email_button,70.0,290.25,514.3333333333334,550.0
43295,39228.json,tb_log_in,112.0,248.66666666666669,565.6666666666666,581.6666666666666
43296,51849.json,icon_button,2.0,46.0,22.333333333333332,69.0
43297,51849.json,text_view,50.0,94.66666666666667,35.0,58.333333333333336
43298,51849.json,text_view,19.333333333333332,338.6666666666667,90.33333333333333,107.66666666666667
43299,51849.json,text_view,17.333333333333332,92.0,148.33333333333334,160.33333333333334
43300,51849.json,text_view,19.333333333333332,70.66666666666667,180.33333333333334,193.0
43301,51849.json,text_view,19.333333333333332,72.0,244.33333333333334,257.0
43302,51849.json,username,18.666666666666668,344.0,197.0,225.0
43303,51849.json,text_button,308.0,340.0,267.6666666666667,281.6666666666667
43304,51849.json,password,18.0,342.0,267.0,293.0
43305,51849.json,toggle,210.66666666666666,330.6666666666667,316.3333333333333,335.0
43306,51849.json,toggle,17.333333333333332,136.66666666666666,315.6666666666667,335.0
43307,51849.json,log_in,20.666666666666664,339.3333333333333,356.3333333333333,387.6666666666667
43308,51849.json,tb_forgot_username,18.666666666666668,140.0,431.6666666666667,449.0
43309,51849.json,tb_forgot_password,220.66666666666666,342.0,432.3333333333333,447.6666666666667
43310,51849.json,tb_sign_up,66.66666666666667,294.0,482.3333333333333,500.3333333333333
43311,51849.json,box_outline,0.6666666666666661,359.0,125.0,410.0
43312,46375.json,image_view,0.0,360.0,21.0,122.75
43313,46375.json,text_view,14.0,346.0,234.0,249.5
43314,46375.json,google_button,14.0,346.0,258.25,289.75
43315,46375.json,fb_button,14.0,346.0,306.5,338.0
43316,46375.json,text_view,14.0,346.0,375.75,391.25
43317,46375.json,sign_up,14.0,346.0,405.25,436.75
43318,46375.json,text_view,14.0,258.5,552.5,584.0
43319,46375.json,tb_log_in,258.5,346.0,552.5,584.0
43320,Soliha_screen_0252.json,label,141.0,224.0,136.0,176.0
43321,Soliha_screen_0252.json,label,414.0,662.0,136.0,176.0
43322,Soliha_screen_0252.json,label,805.0,977.0,136.0,187.0
43323,Soliha_screen_0252.json,icon,1210.0,1316.0,110.0,198.0
43324,Soliha_screen_0252.json,icon,1336.0,1396.0,123.0,183.0
43325,Soliha_screen_0252.json,label,141.0,535.0,295.0,342.0
43326,Soliha_screen_0252.json,label,291.0,391.0,404.0,441.0
43327,Soliha_screen_0252.json,label,289.0,1026.0,469.0,549.0
43328,Soliha_screen_0252.json,button,1113.0,1398.0,442.0,540.0
43329,Soliha_screen_0252.json,label,138.0,384.0,695.0,742.0
43330,Soliha_screen_0252.json,label,288.0,507.0,804.0,851.0
43331,Soliha_screen_0252.json,label,288.0,910.0,868.0,958.0
